id,nome,sobrenome,email,cpf,telefone,rua,bairro,cidade,estado,cep,data_de_nascimento,produto,restringido,bloqueado,user_agent,device,imei,ip,busca_email_nome,busca_email_sobrenome,busca_email_ip,busca_email_telefone,busca_email_endereco,busca_ip_telefone,busca_ip_nome,busca_telefone_nome,contas_por_email,contas_por_cpf,contas_por_imei,contas_por_ip,fraude
161,Marcos Vinicius,Cardoso,cardoso@gmail.com,85379126030,5511994230879,,,,,,1984-08-30,,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ia-FR) AppleWebKit/534.17.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.17.2",mobile,551199423087918,159.237.104.141,187,91,89,151,164,136,106,30,13,1,1,1,true
6589,Esther,Cardoso,cardoso@gmail.com,32745916882,,Praia de Intermares,Portal do Sol,João Pessoa,PB,58046754,1964-06-14,,false,false,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),desktop,,148.180.81.197,125,40,162,191,67,55,67,133,13,1,,1,true
4760,Amanda,Cardoso,cardoso@gmail.com,6312485790,5511928840814,Rua Sargento Miguel Gonçalves,Coronel Aparício Borges,Porto Alegre,RS,91510190,1984-01-16,,false,false,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/45.0.871.0 Safari/534.2",mobile,551192884081462,130.245.230.62,131,32,45,182,91,141,112,101,13,1,1,1,true
3927,João Felipe,Cardoso,cardoso@gmail.com,,5541900981836,Rua Belmira,Piedade,Rio de Janeiro,RJ,20756200,2002-05-01,,false,false,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2 rv:2.0; gv-GB) AppleWebKit/531.7.3 (KHTML, like Gecko) Version/5.1 Safari/531.7.3",mobile,554190098183667,171.60.178.252,176,100,99,147,32,129,111,100,13,,1,1,false
3164,Enzo Gabriel,Cardoso,cardoso@gmail.com,,5581945592020,Rua Ferreira Coutinho,Jardim Nakamura,São Paulo,SP,4942010,2009-10-13,Combate,false,false,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/22.0.853.0 Safari/534.0",mobile,558194559202053,120.229.215.35,18,16,16,9,3,5,6,1,13,,1,1,true
5687,Kevin,Cardoso,cardoso@gmail.com,87054391675,,Rua Laurindo de Brito,Lapa,São Paulo,SP,5078100,1965-05-07,Combate,false,false,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.1),desktop,,69.72.152.15,93,153,196,152,94,53,87,88,13,1,,1,true
1655,Maria,Cardoso,cardoso@gmail.com,80157264335,,"Avenida Bepe Roza, 3000 ",Centro I,Brusque,SC,88354970,2003-07-31,Disney +,false,false,Opera/9.47.(Windows NT 5.01; kok-IN) Presto/2.9.166 Version/11.00,desktop,,156.192.79.48,103,56,197,110,106,47,137,163,13,1,,1,true
6972,Breno,Cardoso,cardoso@gmail.com,,,Condomínio Chácara da Lagoa,Santa Amélia,Maceió,AL,57063260,2000-08-16,Premiere,false,false,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.20.1 (KHTML, like Gecko) Version/4.1 Safari/531.20.1",desktop,,60.21.48.205,89,119,163,125,55,133,76,64,13,,,1,false
3198,Luiza,Cardoso,cardoso@gmail.com,42671398573,,Rua Rodolfo Galvão,Varadouro,João Pessoa,PB,58010250,2002-05-30,Globoplay,false,false,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_6) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/34.0.885.0 Safari/536.1",mobile,556190244209257,57.162.93.145,76,71,72,182,84,153,85,154,13,1,1,1,true
8958,Milena,Cardoso,cardoso@gmail.com,,,,,,,,1980-11-28,Giga Gloob,false,false,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5 rv:6.0; br-FR) AppleWebKit/533.23.2 (KHTML, like Gecko) Version/4.0 Safari/533.23.2",mobile,556194316195014,9.165.25.96,143,190,197,31,179,141,82,50,13,,1,1,false
7020,Heloísa,Cardoso,cardoso@gmail.com,1524396761,5584903787689,Rua Israelita,Silveira da Motta,São José dos Pinhais,PR,83030530,1970-03-27,Globo Mais,false,false,Mozilla/5.0 (Android 7.1; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,mobile,558490378768971,81.88.249.66,148,35,71,139,141,155,56,32,13,1,1,1,true
1499,Marina,Cardoso,cardoso@gmail.com,86321504998,,,,,,,1983-11-23,discovery +,false,false,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/13.9d5154.0 Mobile/97E538 Safari/535.1",mobile,557192597274986,32.245.161.111,39,155,182,147,182,58,175,176,13,1,1,1,true
4675,Caio,Cardoso,cardoso@gmail.com,48179062511,5584926614982,Rua 43,JK Nova Capital,Anápolis,GO,75114610,1971-05-29,Globoplay + canais ao vivo e Premiere,false,false,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3597-04-14 06:04:00 Firefox/15.0,mobile,558492661498225,196.150.84.9,111,106,62,123,190,157,193,111,13,1,1,1,true
1125,Nathan,Alves,alves@gmail.com,96403158260,5571912538601,,,,,,2004-09-08,,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; bem-ZM) AppleWebKit/532.40.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.40.7",mobile,557191253860138,214.36.186.219,34,79,167,80,100,64,40,44,10,1,1,1,true
4747,Diogo,Alves,alves@gmail.com,28931760469,,,,,,,2009-04-17,,false,false,Opera/8.38.(X11; Linux x86_64; sw-KE) Presto/2.9.174 Version/10.00,mobile,553195833388845,130.215.76.210,174,139,142,32,37,78,186,38,10,1,1,1,true
6958,Thiago,Alves,alves@gmail.com,,,Rua Coronel João Bastos,Parangaba,Fortaleza,CE,60720045,1980-03-08,,false,false,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/53.0.852.0 Safari/533.2",mobile,558197830248175,216.250.164.182,122,125,140,155,49,190,111,170,10,,1,1,false
6815,Antônio,Alves,alves@gmail.com,67091385268,,Rua Ladislau Aleixo,Rio Pequeno,São José dos Pinhais,PR,83065575,1970-06-22,,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ak-GH) AppleWebKit/533.22.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6533.22.7",mobile,558494809950588,141.182.239.128,68,156,196,62,129,195,65,189,10,1,1,1,true
2660,Marcelo,Alves,alves@gmail.com,81534926755,5531973884960,Travessa Eduardo de Carvalho II,Rio D'Areia,União da Vitória,PR,84601018,1961-01-21,Combate,false,false,"Mozilla/5.0 (Linux; Android 4.4.4) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/39.0.867.0 Safari/534.0",mobile,553197388496031,150.247.219.62,137,37,36,98,156,135,47,119,10,1,1,1,true
2098,João Pedro,Alves,alves@gmail.com,63714982078,,,,,,,1993-01-07,Premiere,false,false,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/48.0.845.0 Safari/536.1",desktop,,162.136.16.21,167,166,136,159,113,121,172,100,10,1,,1,true
4570,André,Alves,alves@gmail.com,37951462080,5511933728194,Rua Professor Ernani Jaeger,Passo do Vigário,Viamão,RS,94425160,2008-08-16,Premiere,false,false,Opera/9.46.(Windows NT 10.0; an-ES) Presto/2.9.180 Version/12.00,desktop,,112.64.119.75,98,144,114,106,150,140,116,88,10,1,,1,true
4541,Esther,Alves,alves@gmail.com,61204597820,5531952536181,,,,,,1967-05-03,Globoplay e Starzplay,false,false,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/36.0.867.0 Safari/534.2",mobile,553195253618127,210.227.195.17,133,76,54,101,130,162,103,42,10,1,1,1,true
4607,Henrique,Alves,alves@gmail.com,21304768562,,,,,,,1971-11-09,Globoplay + canais ao vivo e Disney +,false,false,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.35.1 (KHTML, like Gecko) Version/4.0 Safari/535.35.1",desktop,,139.195.101.87,111,125,131,92,70,113,188,159,10,1,,1,true
9890,Isis,Alves,alves@gmail.com,59618234070,5511943660789,Vila dos Dezoito,Autran Nunes,Fortaleza,CE,60526690,1977-07-07,Globoplay + canais ao vivo e Premiere,false,false,Opera/9.28.(Windows 98; Win 9x 4.90; oc-FR) Presto/2.9.176 Version/11.00,desktop,,223.144.14.208,198,188,61,52,58,184,77,107,10,1,,1,true
8000,Agatha,Mendes,mendes@globo.com,16078543920,,Rua Guy Lucena,Promorar,Lages,SC,88514240,1970-12-19,,false,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5 rv:6.0; ca-ES) AppleWebKit/533.50.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.50.1",mobile,553190505139048,131.223.178.128,18,2,11,19,12,10,18,8,10,1,2,2,true
8293,Mariana,Mendes,mendes@globo.com,43089721678,,Travessa Itaí,Vila Maria Helena,Carapicuíba,SP,6322370,1997-10-05,,false,false,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1),desktop,,9.75.124.96,57,180,130,38,109,160,159,48,10,1,,1,true
1669,Yago,Mendes,mendes@globo.com,90542673134,,Beco Rua C,Vila Real (Justinópolis),Ribeirão das Neves,MG,33940095,1962-08-13,,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sr-ME) AppleWebKit/533.41.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.41.2",mobile,558190685136058,198.203.54.96,18,9,18,2,11,6,16,14,10,1,1,1,true
5735,Bryan,Mendes,mendes@globo.com,,5511957310516,Rua Trípoli,BNH,Mesquita,RJ,26574700,2009-09-29,Premiere,false,false,Opera/9.98.(Windows NT 4.0; sa-IN) Presto/2.9.174 Version/11.00,desktop,,19.83.20.60,194,48,194,172,112,56,59,39,10,,,1,false
5611,Rodrigo,Mendes,mendes@globo.com,74958132023,,Avenida Américo Belay,Jardim Licce,Maringá,PR,87025641,2007-06-24,Globoplay,false,false,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.0),desktop,,91.60.116.70,119,134,106,187,73,182,184,154,10,1,,1,true
4845,André,Mendes,mendes@globo.com,45160832998,,Rua Gália,Jardim Pinheirinho,Itaquaquecetuba,SP,8589100,1989-01-12,Starzplay,false,false,Opera/9.66.(Windows NT 4.0; ug-CN) Presto/2.9.176 Version/10.00,desktop,,221.46.137.14,7,18,17,10,8,0,1,17,10,1,,1,true
8585,Matheus,Mendes,mendes@globo.com,2548631753,,,,,,,1969-11-01,Giga Gloob,false,false,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/47.0.817.0 Safari/536.2",mobile,551193239002062,202.27.118.12,90,147,164,34,37,189,48,93,10,1,1,1,true
4058,Elisa,Mendes,mendes@globo.com,64903187250,,,,São Vicente,RN,59340000,1989-12-20,discovery +,false,false,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/4989-02-21 18:42:45 Firefox/3.8,mobile,557190567348012,180.232.87.46,78,70,30,109,101,33,135,147,10,1,1,1,true
1967,Henrique,Mendes,mendes@globo.com,,,Rua Carlos Luz,Boa Vista,Caruaru,PE,55038660,2011-11-29,Globoplay + canais ao vivo,false,false,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/20.0.855.0 Safari/536.2",mobile,554193640594795,214.212.199.255,62,132,171,67,129,105,117,163,10,,1,1,false
8516,Antônio,Mendes,mendes@globo.com,81902543670,,Rua D 14,Vila Amazonas,Santana,AP,68926162,1981-12-16,Globoplay + canais ao vivo e Telecine,false,false,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.26.1 (KHTML, like Gecko) Version/5.0.4 Safari/532.26.1",desktop,,50.233.29.67,168,69,138,59,185,175,183,177,10,1,,1,true
9077,Bernardo,Cardoso,cardoso@yahoo.com,,,,,,,,1961-02-11,,false,false,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),desktop,,195.228.242.186,135,128,33,154,45,109,128,96,9,,,1,false
8829,Davi Luiz,Cardoso,cardoso@yahoo.com,26935014824,,Rua Doutor Bernardo Sayão,Cidade Universitária,Anápolis,GO,75074750,1963-12-09,,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; brx-IN) AppleWebKit/532.5.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.5.2",mobile,557192668727094,181.65.20.234,175,117,54,71,163,105,52,76,9,1,1,1,true
3456,João Miguel,Cardoso,cardoso@yahoo.com,19320487669,,Rua Benedito Sirino,Itapebussu,Guarapari,ES,29210130,1999-09-29,,false,false,Opera/9.41.(Windows NT 10.0; ne-NP) Presto/2.9.161 Version/12.00,desktop,,134.105.57.58,12,12,2,17,1,3,13,8,9,1,,1,true
6853,Luna,Cardoso,cardoso@yahoo.com,92105678386,,Travessa Vereador Luiz Barbosa dos Santos,Santa Tereza,São Mateus,ES,29932350,1968-05-13,,false,false,Mozilla/5.0 (Android 2.3.4; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,mobile,552192119811518,217.251.208.186,0,6,8,16,19,17,5,11,9,1,1,2,true
42,Cauê,Cardoso,cardoso@yahoo.com,98513204633,5571995410390,"Avenida Nossa Senhora Aparecida, 02 ",Centro,Urbano Santos,MA,65530970,1986-01-16,Starzplay,false,false,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.15.7 (KHTML, like Gecko) Version/5.0.1 Safari/533.15.7",desktop,,170.224.204.21,150,173,138,166,136,148,171,124,9,1,,1,true
1691,Vitor Hugo,Cardoso,cardoso@yahoo.com,52389607438,,Rua Vanderlei Costa,Vila São Silvestre,Ourinhos,SP,19902530,1966-02-27,Globoplay e Telecine,false,false,Mozilla/5.0 (Windows NT 5.1; ja-JP; rv:1.9.1.20) Gecko/4446-03-23 02:14:33 Firefox/3.6.6,desktop,,205.117.253.250,114,73,165,146,65,85,34,84,9,1,,1,true
3111,Valentina,Cardoso,cardoso@yahoo.com,70456123970,,Avenida Brasil,Vila Esperança,Anápolis,GO,75133565,1980-09-26,Globoplay e discovery +,false,false,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/20.0.879.0 Safari/531.0",mobile,554198405473564,31.180.120.44,0,3,11,2,1,18,13,0,9,2,2,1,true
2877,Lucas Gabriel,Cardoso,cardoso@yahoo.com,7231649831,,,,,,,1969-02-26,Globoplay + canais ao vivo,false,false,Opera/9.75.(X11; Linux x86_64; om-ET) Presto/2.9.190 Version/11.00,mobile,551193953082548,77.154.203.168,145,74,53,58,129,188,146,195,9,1,1,1,true
8335,Mariane,Cardoso,cardoso@yahoo.com,71684925355,,,,,,,1995-03-02,Globoplay + canais ao vivo e Telecine,false,true,Opera/9.62.(Windows 98; Win 9x 4.90; ak-GH) Presto/2.9.178 Version/10.00,desktop,,221.49.42.113,99,101,189,55,177,139,163,72,9,1,,1,true
4631,Catarina,da Costa,dacosta@yahoo.com,,,"Avenida Presidente Castelo Branco, 4106 ",Centro,Horizonte,CE,62880972,1982-07-16,,false,false,Mozilla/5.0 (Android 2.3.6; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,mobile,554197965732419,5.130.164.196,17,2,6,2,1,8,12,12,9,,2,2,true
4395,Paulo,da Costa,dacosta@yahoo.com,42068519305,,Rua Cristóforo Mantegazza,Jardim Vergueiro (Sacomã),São Paulo,SP,4174020,1998-03-23,,false,false,Mozilla/5.0 (Android 4.4.2; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0,mobile,552195664156874,9.170.149.88,6,8,14,19,15,0,1,1,9,1,1,2,true
6343,Murilo,da Costa,dacosta@yahoo.com,7148956285,5584920474717,Rua Antônio Prado Brisolla,Hidráulica,Santana do Livramento,RS,97574390,1965-07-19,Premiere,false,false,Opera/9.98.(X11; Linux i686; te-IN) Presto/2.9.190 Version/12.00,mobile,558492047471763,194.72.204.245,187,128,163,159,177,60,46,137,9,1,1,1,true
3076,João,da Costa,dacosta@yahoo.com,95360817259,,Rua Apocalipse,Quintino Cunha,Fortaleza,CE,60353090,1971-08-04,Starzplay,false,false,Opera/8.69.(X11; Linux i686; ln-CD) Presto/2.9.171 Version/12.00,mobile,556196797229303,181.75.30.171,60,98,140,164,53,173,199,44,9,1,1,1,true
6967,Leandro,da Costa,dacosta@yahoo.com,3518426753,5551918780014,,,,,,1967-06-17,Cartola PRO,false,false,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/62.0.850.0 Safari/532.1",mobile,555191878001433,62.104.72.124,1,18,14,17,18,11,14,11,9,1,1,2,true
7945,Joaquim,da Costa,dacosta@yahoo.com,37258690492,5551994998326,QNP 36 Conjunto D,Ceilândia Sul (Ceilândia),Brasília,DF,72236604,1997-06-27,Globoplay e Telecine,false,false,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/29.0.869.0 Safari/536.2",desktop,,194.130.5.112,45,190,51,139,161,198,148,32,9,1,,1,true
7697,Enzo Gabriel,da Costa,dacosta@yahoo.com,38619074296,,Rua Cafeara,Sítio Cercado,Curitiba,PR,81910110,1992-08-20,Globoplay + canais ao vivo,false,false,Opera/8.57.(X11; Linux i686; am-ET) Presto/2.9.188 Version/10.00,mobile,551198209721351,70.103.168.202,59,39,170,55,76,90,102,111,9,1,1,1,true
5631,Joana,da Costa,dacosta@yahoo.com,,5511906490734,,,,,,1965-09-13,Globoplay + canais ao vivo e Disney +,false,false,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/14.0a9943.0 Mobile/06I974 Safari/535.1",mobile,551190649073402,196.134.231.67,102,106,73,108,36,58,117,68,9,,1,1,false
6191,João Vitor,da Costa,dacosta@yahoo.com,32705694161,,Rua Jurandir Ângelo Noronha,Spina Ville II,Juiz de Fora,MG,36037765,1965-04-09,Globoplay + canais ao vivo e Premiere,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; it-IT) AppleWebKit/532.40.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.40.5",mobile,558497416705246,223.26.198.194,153,144,51,83,148,167,115,138,9,1,1,1,true
4617,João Miguel,da Paz,dapaz@yahoo.com,,,,,,,,2001-04-01,,false,false,Opera/9.91.(X11; Linux i686; ta-LK) Presto/2.9.183 Version/10.00,mobile,558196769628886,76.51.34.41,37,143,144,51,110,128,71,129,9,,1,1,false
7105,Vinicius,da Paz,dapaz@yahoo.com,,5541974565597,,,Barra da Estiva,BA,46650000,1971-06-27,,false,false,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/43.0.868.0 Safari/531.1",mobile,554197456559750,126.230.155.5,7,18,1,15,4,13,19,4,9,,1,2,true
8701,Ana Sophia,da Paz,dapaz@yahoo.com,59032481606,,Rua A,Jardim Central,Barra Mansa,RJ,27321240,1995-11-24,Disney +,false,false,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.844.0 Safari/534.2",mobile,552197268880230,146.103.23.87,95,171,101,53,192,150,168,143,9,1,1,1,true
8591,Diogo,da Paz,dapaz@yahoo.com,31529804779,5551930482899,,,,,,1995-08-24,Premiere,false,false,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7 rv:5.0; ber-MA) AppleWebKit/533.15.1 (KHTML, like Gecko) Version/5.1 Safari/533.15.1",mobile,555193048289989,143.194.118.181,121,34,172,153,95,99,146,85,9,1,1,1,true
4222,Levi,da Paz,dapaz@yahoo.com,50487213653,5571938117867,Rua Cruz e Souza,Jardim Utinga,Santo André,SP,9230810,1969-12-06,Giga Gloob,false,true,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.0),desktop,,64.134.205.76,127,42,87,31,184,119,103,118,9,1,,1,true
9,Cecília,da Paz,dapaz@yahoo.com,47160953207,,,,,,,2011-08-23,Globo Mais,false,false,Mozilla/5.0 (Android 7.1.1; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,mobile,556190824926981,64.250.110.128,41,181,76,111,153,145,79,112,9,1,1,1,true
256,Vitor,da Paz,dapaz@yahoo.com,75139240823,5561983935286,,,,,,1998-09-13,discovery +,false,false,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/61.0.828.0 Safari/535.2",mobile,558499128651536,5.106.177.157,6,14,12,15,6,17,1,12,9,2,2,1,true
4824,Juliana,da Paz,dapaz@yahoo.com,43697012525,,Rua Austrália,Parque das Nações,Santo André,SP,9280300,1964-03-21,discovery +,false,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/49.0.827.0 Mobile/36S557 Safari/533.2",mobile,552198950020846,163.166.222.237,51,157,59,126,111,46,162,45,9,1,1,1,true
